lemma,reading,first_char,last_char
元祖,ガンソ,カ,ソ
元素,ゲンソ,ケ,ソ
元旦,ガンタン,カ,ン
元値,モトネ,モ,ネ
元帳,モトチョウ,モ,ウ
元朝,ガンチョウ,カ,ウ
元通り,モトドオリ,モ,リ
元締,モトジメ,モ,メ
元締め,モトジメ,モ,メ
元入金,モトイレキン,モ,ン
元年,ガンネン,カ,ン
元年,ガンネン,カ,ン
元売り,モトウリ,モ,リ
元肥,モトゴエ,モ,エ
元服,ゲンプク,ケ,ク
元払い,モトバライ,モ,イ
元物,ゲンブツ,ケ,ツ
元方,モトカタ,モ,タ
元本,ガンポン,カ,ン
元来,ガンライ,カ,イ
元利,ガンリ,カ,リ
元老,ゲンロウ,ケ,ウ
元禄,ゲンロク,ケ,ク
元祿袖,ゲンロクソデ,ケ,テ
元祿模様,ゲンロクモヨウ,ケ,ウ
原,ゲン,ケ,ン
原,ハラ,ハ,ラ
原っぱ,ハラッパ,ハ,ハ
原案,ゲンアン,ケ,ン
原意,ゲンイ,ケ,イ
原因,ゲンイン,ケ,ン
原液,ゲンエキ,ケ,キ
原猿,ゲンエン,ケ,ン
原音,ゲンオン,ケ,ン
原価,ゲンカ,ケ,カ
原画,ゲンガ,ケ,カ
原核,ゲンカク,ケ,ク
原器,ゲンキ,ケ,キ
原義,ゲンギ,ケ,キ
原級,ゲンキュウ,ケ,ウ
原拠,ゲンキョ,ケ,ヨ
原型,ゲンケイ,ケ,イ
原形,ゲンケイ,ケ,イ
原語,ゲンゴ,ケ,コ
原稿,ゲンコウ,ケ,ウ
原鉱,ゲンコウ,ケ,ウ
原告,ゲンコク,ケ,ク
原材料,ゲンザイリョウ,ケ,ウ
原罪,ゲンザイ,ケ,イ
原作,ゲンサク,ケ,ク
原産,ゲンサン,ケ,ン
原産地,ゲンサンチ,ケ,チ
原始,ゲンシ,ケ,シ
原子,ゲンシ,ケ,シ
原子核,ゲンシカク,ケ,ク
原子病,ゲンシビョウ,ケ,ウ
原子力,ゲンシリョク,ケ,ク
原紙,ゲンシ,ケ,シ
原詩,ゲンシ,ケ,シ
原資,ゲンシ,ケ,シ
原質,ゲンシツ,ケ,ツ
原種,ゲンシュ,ケ,ユ
原酒,ゲンシュ,ケ,ユ
原住民,ゲンジュウミン,ケ,ン
原初,ゲンショ,ケ,ヨ
原書,ゲンショ,ケ,ヨ
原状,ゲンジョウ,ケ,ウ
原色,ゲンショク,ケ,ク
原審,ゲンシン,ケ,ン
原人,ゲンジン,ケ,ン
原図,ゲンズ,ケ,ス
原水禁,ゲンスイキン,ケ,ン
原水爆,ゲンスイバク,ケ,ク
原寸,ゲンスン,ケ,ン
原生,ゲンセイ,ケ,イ
原生代,ゲンセイダイ,ケ,イ
原石,ゲンセキ,ケ,キ
原籍,ゲンセキ,ケ,キ
原泉,ゲンセン,ケ,ン
原潜,ゲンセン,ケ,ン
原則,ゲンソク,ケ,ク
原隊,ゲンタイ,ケ,イ
原題,ゲンダイ,ケ,イ
原注,ゲンチュウ,ケ,ウ
原虫,ゲンチュウ,ケ,ウ
原註,ゲンチュウ,ケ,ウ
原著,ゲンチョ,ケ,ヨ
原典,ゲンテン,ケ,ン
原点,ゲンテン,ケ,ン
原頭,ゲントウ,ケ,ウ
原動,ゲンドウ,ケ,ウ
原動機,ゲンドウキ,ケ,キ
原動力,ゲンドウリョク,ケ,ク
原爆,ゲンバク,ケ,ク
原麦,ゲンバク,ケ,ク
原発,ゲンパツ,ケ,ツ
原板,ゲンパン,ケ,ン
原版,ゲンバン,ケ,ン
原盤,ゲンバン,ケ,ン
原皮,ゲンピ,ケ,ヒ
原肥,ゲンピ,ケ,ヒ
原票,ゲンピョウ,ケ,ウ
原品,ゲンピン,ケ,ン
原付,ゲンツキ,ケ,キ
原物,ゲンブツ,ケ,ツ
原文,ゲンブン,ケ,ン
原簿,ゲンボ,ケ,ホ
原本,ゲンポン,ケ,ン
原名,ゲンメイ,ケ,イ
原棉,ゲンメン,ケ,ン
原綿,ゲンメン,ケ,ン
原毛,ゲンモウ,ケ,ウ
原木,ゲンボク,ケ,ク
原野,ゲンヤ,ケ,ヤ
原油,ゲンユ,ケ,ユ
原由,ゲンユ,ケ,ユ
原理,ゲンリ,ケ,リ
原料,ゲンリョウ,ケ,ウ
原論,ゲンロン,ケ,ン
厳,ゲン,ケ,ン
厳か,オゴソカ,オ,カ
厳科,ゲンカ,ケ,カ
厳戒,ゲンカイ,ケ,イ
厳格,ゲンカク,ケ,ク
厳寒,ゲンカン,ケ,ン
厳禁,ゲンキン,ケ,ン
厳君,ゲンクン,ケ,ン
厳刑,ゲンケイ,ケ,イ
厳酷,ゲンコク,ケ,ク
厳守,ゲンシュ,ケ,ユ
厳重,ゲンジュウ,ケ,ウ
厳粛,ゲンシュク,ケ,ク
厳暑,ゲンショ,ケ,ヨ
厳正,ゲンセイ,ケ,イ
厳正,ゲンセイ,ケ,イ
厳選,ゲンセン,ケ,ン
厳然,ゲンゼン,ケ,ン
厳存,ゲンソン,ケ,ン
厳達,ゲンタツ,ケ,ツ
厳探,ゲンタン,ケ,ン
厳談,ゲンダン,ケ,ン
厳冬,ゲントウ,ケ,ウ
厳島,イツクシマ,イ,マ
厳罰,ゲンバツ,ケ,ツ
厳秘,ゲンピ,ケ,ヒ
厳父,ゲンプ,ケ,フ
厳封,ゲンプウ,ケ,ウ
厳密,ゲンミツ,ケ,ツ
厳命,ゲンメイ,ケ,イ
厳令,ゲンレイ,ケ,イ
幻,マボロシ,マ,シ
幻影,ゲンエイ,ケ,イ
幻怪,ゲンカイ,ケ,イ
幻覚,ゲンカク,ケ,ク
幻視,ゲンシ,ケ,シ
幻視幻聴,ゲンシゲンチョウ,ケ,ウ
幻術,ゲンジュツ,ケ,ツ
幻想,ゲンソウ,ケ,ウ
幻想曲,ゲンソウキョク,ケ,ク
幻像,ゲンゾウ,ケ,ウ
幻聴,ゲンチョウ,ケ,ウ
幻灯,ゲントウ,ケ,ウ
幻滅,ゲンメツ,ケ,ツ
幻妖,ゲンヨウ,ケ,ウ
幻惑,ゲンワク,ケ,ク
弦,ゲン,ケ,ン
弦音,ツルオト,ツ,ト
弦歌,ゲンカ,ケ,カ
弦楽,ゲンガク,ケ,ク
弦楽器,ゲンガッキ,ケ,キ
弦月,ゲンゲツ,ケ,ツ
減,ゲン,ケ,ン
減,ゲン,ケ,ン
減らず口,ヘラズグチ,ヘ,チ
減り張り,メリハリ,メ,リ
減圧,ゲンアツ,ケ,ツ
減員,ゲンイン,ケ,ン
減益,ゲンエキ,ケ,キ
減価,ゲンカ,ケ,カ
減額,ゲンガク,ケ,ク
減却,ゲンキャク,ケ,ク
減給,ゲンキュウ,ケ,ウ
減刑,ゲンケイ,ケ,イ
減作,ゲンサク,ケ,ク
減殺,ゲンサイ,ケ,イ
減産,ゲンサン,ケ,ン
減算,ゲンザン,ケ,ン
減資,ゲンシ,ケ,シ
減車,ゲンシャ,ケ,ヤ
減収,ゲンシュウ,ケ,ウ
減少,ゲンショウ,ケ,ウ
減食,ゲンショク,ケ,ク
減水,ゲンスイ,ケ,イ
減衰,ゲンスイ,ケ,イ
減数,ゲンスウ,ケ,ウ
減税,ゲンゼイ,ケ,イ
減石,ゲンコク,ケ,ク
減速,ゲンソク,ケ,ク
減損,ゲンソン,ケ,ン
減退,ゲンタイ,ケ,イ
減点,ゲンテン,ケ,ン
減配,ゲンパイ,ケ,イ
減反,ゲンタン,ケ,ン
減俸,ゲンポウ,ケ,ウ
減法,ゲンポウ,ケ,ウ
減摩,ゲンマ,ケ,マ
減免,ゲンメン,ケ,ン
減耗,ゲンモウ,ケ,ウ
減量,ゲンリョウ,ケ,ウ
源,ゲン,ケ,ン
源,ミナモト,ミ,ト
源五郎,ゲンゴロウ,ケ,ウ
源五郎鮒,ゲンゴロウブナ,ケ,ナ
源氏,ゲンジ,ケ,シ
源氏蛍,ゲンジボタル,ケ,ル
源氏車,ゲンジグルマ,ケ,マ
源氏名,ゲンジナ,ケ,ナ
源泉,ゲンセン,ケ,ン
源平,ゲンペイ,ケ,イ
源流,ゲンリュウ,ケ,ウ
玄,ゲン,ケ,ン
玄奥,ゲンオウ,ケ,ウ
玄翁,ゲンノウ,ケ,ウ
玄黄,ゲンコウ,ケ,ウ
玄関,ゲンカン,ケ,ン
玄関子,ゲンカンシ,ケ,シ
玄関番,ゲンカンバン,ケ,ン
玄関払い,ゲンカンバライ,ケ,イ
玄室,ゲンシツ,ケ,ツ
玄人,クロウト,ク,ト
玄麦,ゲンバク,ケ,ク
玄武岩,ゲンブガン,ケ,ン
玄米,ゲンマイ,ケ,イ
玄妙,ゲンミョウ,ケ,ウ
玄妙,ゲンミョウ,ケ,ウ
現,ゲン,ケ,ン
現し世,ウツシヨ,ウ,ヨ
現れ,アラワレ,ア,レ
現員,ゲンイン,ケ,ン
現下,ゲンカ,ケ,カ
現官,ゲンカン,ケ,ン
現況,ゲンキョウ,ケ,ウ
現業,ゲンギョウ,ケ,ウ
現金,ゲンキン,ケ,ン
現金,ゲンキン,ケ,ン
現形,ゲンケイ,ケ,イ
現御神,アキツミカミ,ア,ミ
現行,ゲンコウ,ケ,ウ
現高,ゲンダカ,ケ,カ
現今,ゲンコン,ケ,ン
現在,ゲンザイ,ケ,イ
現在地,ゲンザイチ,ケ,チ
現時,ゲンジ,ケ,シ
現時点,ゲンジテン,ケ,ン
現実,ゲンジツ,ケ,ツ
現実味,ゲンジツミ,ケ,ミ
現実離れ,ゲンジツバナレ,ケ,レ
現尺,ゲンシャク,ケ,ク
現収,ゲンシュウ,ケ,ウ
現住,ゲンジュウ,ケ,ウ
現住所,ゲンジュウショ,ケ,ヨ
現出,ゲンシュツ,ケ,ツ
現象,ゲンショウ,ケ,ウ
現場,ゲンバ,ケ,ハ
現状,ゲンジョウ,ケ,ウ
現職,ゲンショク,ケ,ク
現神,アキツカミ,ア,ミ
現身,ウツセミ,ウ,ミ
現人神,アラヒトガミ,ア,ミ
現数,ゲンスウ,ケ,ウ
現制,ゲンセイ,ケ,イ
現勢,ゲンセイ,ケ,イ
現前,ゲンゼン,ケ,ン
現送,ゲンソウ,ケ,ウ
現像,ゲンゾウ,ケ,ウ
現代,ゲンダイ,ケ,イ
現代,ゲンダイ,ケ,イ
現代っ子,ゲンダイッコ,ケ,コ
現代書,ゲンダイショ,ケ,ヨ
現代病,ゲンダイビョウ,ケ,ウ
現地,ゲンチ,ケ,チ
現当,ゲントウ,ケ,ウ
現任,ゲンニン,ケ,ン
現品,ゲンピン,ケ,ン
現物,ゲンブツ,ケ,ツ
現役,ゲンエキ,ケ,キ
現有,ゲンユウ,ケ,ウ
現用,ゲンヨウ,ケ,ウ
絃歌,ゲンカ,ケ,カ
絃楽,ゲンガク,ケ,ク
絃楽器,ゲンガッキ,ケ,キ
舷窓,ゲンソウ,ケ,ウ
舷側,ゲンソク,ケ,ク
舷梯,ゲンテイ,ケ,イ
舷灯,ゲントウ,ケ,ウ
舷頭,ゲントウ,ケ,ウ
舷門,ゲンモン,ケ,ン
言,ゲン,ケ,ン
言,コト,コ,ト
言々,ゲンゲン,ケ,ン
言々句々,ゲンゲンクク,ケ,ク
言いがかり,イイガカリ,イ,リ
言いぐさ,イイグサ,イ,サ
言いだしっぺ,イイダシッペ,イ,ヘ
言いなり,イイナリ,イ,リ
言いぶん,イイブン,イ,ン
言いまくり,イイマクリ,イ,リ
言いよう,イイヨウ,イ,ウ
言い過ぎ,イイスギ,イ,キ
言い回し,イイマワシ,イ,シ
言い開き,イイヒラキ,イ,キ
言い掛かり,イイガカリ,イ,リ
言い掛り,イイガカリ,イ,リ
言い換え,イイカエ,イ,エ
言い種,イイグサ,イ,サ
言い出しっぺ,イイダシッペ,イ,ヘ
言い条,イイジョウ,イ,ウ
言い草,イイグサ,イ,サ
言い値,イイネ,イ,ネ
言い伝え,イイツタエ,イ,エ
言い渡し,イイワタシ,イ,シ
言い分,イイブン,イ,ン
言い分け,イイワケ,イ,ケ
言い方,イイカタ,イ,タ
言い訳,イイワケ,イ,ケ
言い様,イイヨウ,イ,ウ
言の葉,コトノハ,コ,ハ
言違い,イイチガイ,イ,イ
言回し,イイマワシ,イ,シ
言外,ゲンガイ,ケ,イ
言及,ゲンキュウ,ケ,ウ
言挙げ,コトアゲ,コ,ケ
言句,ゴンク,コ,ク
言継ぎ,イイツギ,イ,キ
言言,ゲンゲン,ケ,ン
言語道断,ゴンゴドウダン,コ,ン
言行,ゲンコウ,ケ,ウ
言辞,ゲンジ,ケ,シ
言出しっぺ,イイダシッペ,イ,ヘ
言出しっ屁,イイダシッペ,イ,ヘ
言笑,ゲンショウ,ケ,ウ
言上,ゴンジョウ,コ,ウ
言責,ゲンセキ,ケ,キ
言説,ゲンセツ,ケ,ツ
言伝,コトヅテ,コ,テ
言伝え,イイツタエ,イ,エ
言動,ゲンドウ,ケ,ウ
言抜け,イイヌケ,イ,ケ
言付け,コトヅケ,コ,ケ
言分け,イイワケ,イ,ケ
言文,ゲンブン,ケ,ン
言偏,ゴンベン,コ,ン
言明,ゲンメイ,ケ,イ
言訳,イイワケ,イ,ケ
言葉,コトバ,コ,ハ
言葉じり,コトバジリ,コ,リ
言葉づかい,コトバヅカイ,コ,イ
言葉遣い,コトバヅカイ,コ,イ
言葉少な,コトバスクナ,コ,ナ
言葉尻,コトバジリ,コ,リ
言霊,コトダマ,コ,マ
言論,ゲンロン,ケ,ン
諺,コトワザ,コ,サ
諺文,オンモン,オ,ン
限,キリ,キ,リ
限,ゲン,ケ,ン
限,ゲン,ケ,ン
限り,カギリ,カ,リ
限り,カギリ,カ,リ
限り,カギリ,カ,リ
限界,ゲンカイ,ケ,イ
限外,ゲンガイ,ケ,イ
限局,ゲンキョク,ケ,ク
限月,ゲンゲツ,ケ,ツ
限定,ゲンテイ,ケ,イ
限定,ゲンテイ,ケ,イ
限度,ゲンド,ケ,ト
限量子,ゲンリョウシ,ケ,シ
乎古止点,ヲコトテン,ヲ,ン
個,コ,コ,コ
個,コ,コ,コ
個々,ココ,コ,コ
個々人,ココジン,コ,ン
個我,コガ,コ,カ
個月,カゲツ,カ,ツ
個個,ココ,コ,コ
個個人,ココジン,コ,ン
個口,コグチ,コ,チ
個国,カコク,カ,ク
個室,コシツ,コ,ツ
個所,カショ,カ,ヨ
個条,カジョウ,カ,ウ
個条,カジョウ,カ,ウ
個条書,カジョウガキ,カ,キ
個条書き,カジョウガキ,カ,キ
個人,コジン,コ,ン
個人技,コジンギ,コ,キ
個人向け,コジンムケ,コ,ケ
個数,コスウ,コ,ウ
個性,コセイ,コ,イ
個体,コタイ,コ,イ
個中,コチュウ,コ,ウ
個展,コテン,コ,ン
個年,カネン,カ,ン
個物,コブツ,コ,ツ
個癖,コヘキ,コ,キ
個別,コベツ,コ,ツ
個別,コベツ,コ,ツ
個別布線,コベツフセン,コ,ン
個利,コリ,コ,リ
古々米,ココマイ,コ,イ
古び,フルビ,フ,ヒ
古伊万里,コイマリ,コ,リ
古往今来,コオウコンライ,コ,イ
古屋,フルヤ,フ,ヤ
古音,コオン,コ,ン
古雅,コガ,コ,カ
古雅,コガ,コ,カ
古格,コカク,コ,ク
古学,コガク,コ,ク
古楽,コガク,コ,ク
古株,フルカブ,フ,フ
古顔,フルガオ,フ,オ
古希,コキ,コ,キ
古稀,コキ,コ,キ
古記,コキ,コ,キ
古強者,フルツワモノ,フ,ノ
古訓,コクン,コ,ン
古形,コケイ,コ,イ
古血,フルチ,フ,チ
古諺,コゲン,コ,ン
古狐,フルギツネ,フ,ネ
古語,コゴ,コ,コ
古豪,コゴウ,コ,ウ
古参,コサン,コ,ン
古史,コシ,コ,シ
古紙,コシ,コ,シ
古詩,コシ,コ,シ
古事,フルゴト,フ,ト
古事記,コジキ,コ,キ
古式,コシキ,コ,キ
古手,フルテ,フ,テ
古書,コショ,コ,ヨ
古傷,フルキズ,フ,ス
古称,コショウ,コ,ウ
古城,コジョウ,コ,ウ
古色,コショク,コ,ク
古人,コジン,コ,ン
古制,コセイ,コ,イ
古生代,コセイダイ,コ,イ
古昔,コセキ,コ,キ
古跡,コセキ,コ,キ
古蹟,コセキ,コ,キ
古拙,コセツ,コ,ツ
古拙,コセツ,コ,ツ
古川,フルカワ,フ,ワ
古戦場,コセンジョウ,コ,ウ
古泉,コセン,コ,ン
古銭,コセン,コ,ン
古層,コソウ,コ,ウ
古巣,フルス,フ,ス
古俗,コゾク,コ,ク
古体,コタイ,コ,イ
古代,コダイ,コ,イ
古代,コダイ,コ,イ
古代紫,コダイムラサキ,コ,キ
古狸,フルダヌキ,フ,キ
古着,フルギ,フ,キ
古漬,フルヅケ,フ,ケ
古漬け,フルヅケ,フ,ケ
古鉄,フルカネ,フ,ネ
古典,コテン,コ,ン
古伝,コデン,コ,ン
古渡,コワタリ,コ,リ
古都,コト,コ,ト
古刀,コトウ,コ,ウ
古道具,フルドウグ,フ,ク
古銅,コドウ,コ,ウ
古馴染,フルナジミ,フ,ミ
古筆,コヒツ,コ,ツ
古筆切,コヒツギレ,コ,レ
古武士,コブシ,コ,シ
古風,コフウ,コ,ウ
古風,コフウ,コ,ウ
古物,フルモノ,フ,ノ
古物商,コブツショウ,コ,ウ
古墳,コフン,コ,ン
古文,コブン,コ,ン
古文書,コモンジョ,コ,ヨ
古兵,フルツワモノ,フ,ノ
古米,コマイ,コ,イ
古癖,コヘキ,コ,キ
古本,フルホン,フ,ン
古本屋,フルホンヤ,フ,ヤ
古様,フルザマ,フ,マ
古来,コライ,コ,イ
古里,フルサト,フ,ト
古流,コリュウ,コ,ウ
古老,コロウ,コ,ウ
古刹,コサツ,コ,ツ
古址,コシ,コ,シ
古疵,フルキズ,フ,ス
古祠,コシ,コ,シ
呼,コ,コ,コ
呼ばわり,ヨバワリ,ヨ,リ
呼びかけ人,ヨビカケニン,ヨ,ン
呼びすて,ヨビステ,ヨ,テ
呼びだし,ヨビダシ,ヨ,シ
呼びもの,ヨビモノ,ヨ,ノ
呼び塩,ヨビジオ,ヨ,オ
呼び掛け,ヨビカケ,ヨ,ケ
呼び子,ヨビコ,ヨ,コ
呼び捨て,ヨビステ,ヨ,テ
呼び出し,ヨビダシ,ヨ,シ
呼び水,ヨビミズ,ヨ,ス
呼び声,ヨビゴエ,ヨ,エ
呼び値,ヨビネ,ヨ,ネ
呼び物,ヨビモノ,ヨ,ノ
呼び名,ヨビナ,ヨ,ナ
呼び鈴,ヨビリン,ヨ,ン
呼ぶ子,ヨブコ,ヨ,コ
呼塩,ヨビジオ,ヨ,オ
呼応,コオウ,コ,ウ
呼掛け,ヨビカケ,ヨ,ケ
呼気,コキ,コ,キ
呼吸,コキュウ,コ,ウ
呼号,コゴウ,コ,ウ
呼子,ヨビコ,ヨ,コ
呼子鳥,ヨブコドリ,ヨ,リ
呼捨て,ヨビステ,ヨ,テ
呼集,コシュウ,コ,ウ
呼出,ヨビダシ,ヨ,シ
呼出し,ヨビダシ,ヨ,シ
呼称,コショウ,コ,ウ
呼水,ヨビミズ,ヨ,ス
呼声,ヨビゴエ,ヨ,エ
呼損,コソン,コ,ン
呼損率,コソンリツ,コ,ツ
呼値,ヨビネ,ヨ,ネ
呼物,ヨビモノ,ヨ,ノ
呼名,ヨビナ,ヨ,ナ
呼鈴,ヨビリン,ヨ,ン
固まり,カタマリ,カ,リ
固め,カタメ,カ,メ
固め,ガタメ,カ,メ
固化,コカ,コ,カ
固形,コケイ,コ,イ
固持,コジ,コ,シ
固辞,コジ,コ,シ
固執,コシツ,コ,ツ
固守,コシュ,コ,ユ
固太り,カタブトリ,カ,リ
固唾,カタズ,カ,ス
固体,コタイ,コ,イ
固着,コチャク,コ,ク
固定,コテイ,コ,イ
固目,カタメ,カ,メ
固有,コユウ,コ,ウ
固有,コユウ,コ,ウ
固有ベクトル,コユウベクトル,コ,ル
固有値,コユウチ,コ,チ
固有部,コユウブ,コ,フ
固有名詞,コユウメイシ,コ,シ
固溶体,コヨウタイ,コ,イ
固煉り,カタネリ,カ,リ
固練り,カタネリ,カ,リ
固陋,コロウ,コ,ウ
固陋,コロウ,コ,ウ
姑,シュウト,シ,ト
姑息,コソク,コ,ク
姑娘,クーニャン,ク,ン
孤,コ,コ,コ
孤影,コエイ,コ,イ
孤雁,コガン,コ,ン
孤客,コカク,コ,ク
孤軍,コグン,コ,ン
孤剣,コケン,コ,ン
孤高,ココウ,コ,ウ
孤舟,コシュウ,コ,ウ
孤城,コジョウ,コ,ウ
孤絶,コゼツ,コ,ツ
孤島,コトウ,コ,ウ
孤灯,コトウ,コ,ウ
孤独,コドク,コ,ク
孤独,コドク,コ,ク
孤帆,コハン,コ,ン
孤立,コリツ,コ,ツ
孤塁,コルイ,コ,イ
孤閨,コケイ,コ,イ
己,オノレ,オ,レ
庫,クラ,ク,ラ
庫,コ,コ,コ
庫裏,クリ,ク,リ
庫裡,クリ,ク,リ
弧,コ,コ,コ
弧光,ココウ,コ,ウ
弧状,コジョウ,コ,ウ
弧線,コセン,コ,ン
戸,コ,コ,コ
戸,ト,ト,ト
戸外,コガイ,コ,イ
戸建て,コダテ,コ,テ
戸口,トグチ,ト,チ
戸車,トグルマ,ト,マ
戸主,コシュ,コ,ユ
戸障子,トショウジ,ト,シ
戸数,コスウ,コ,ウ
戸数割,コスウワリ,コ,リ
戸籍,コセキ,コ,キ
戸前,トマエ,ト,エ
戸袋,トブクロ,ト,ロ
戸棚,トダナ,ト,ナ
戸長,コチョウ,コ,ウ
戸締まり,トジマリ,ト,リ
戸締り,トジマリ,ト,リ
戸板,トイタ,ト,タ
戸別,コベツ,コ,ツ
戸惑い,トマドイ,ト,イ
戸閾,トジキミ,ト,ミ
故,コ,コ,コ
故,ユエ,ユ,エ
故,ユエ,ユ,エ
故,ユエ,ユ,エ
故意,コイ,コ,イ
故旧,コキュウ,コ,ウ
故郷,コキョウ,コ,ウ
故国,ココク,コ,ク
故殺,コサツ,コ,ツ
故山,コザン,コ,ン
故紙,コシ,コ,シ
故事来歴,コジライレキ,コ,キ
故実,コジツ,コ,ツ
故主,コシュ,コ,ユ
故障,コショウ,コ,ウ
故障シミュレーション,コショウシミュレーション,コ,ン
故障辞書,コショウジショ,コ,ヨ
故人,コジン,コ,ン
故知,コチ,コ,チ
故智,コチ,コ,チ
故買,コバイ,コ,イ
故由,ユエヨシ,ユ,シ
故里,フルサト,フ,ト
故老,コロウ,コ,ウ
枯れすすき,カレススキ,カ,キ
枯れ枝,カレエダ,カ,タ
枯れ色,カレイロ,カ,ロ
枯れ草,カレクサ,カ,サ
枯れ薄,カレススキ,カ,キ
枯れ尾花,カレオバナ,カ,ナ
枯れ木,カレキ,カ,キ
枯れ葉,カレハ,カ,ハ
枯渇,コカツ,コ,ツ
枯骨,ココツ,コ,ツ
枯山水,カレサンスイ,カ,イ
枯枝,カレエダ,カ,タ
枯死,コシ,コ,シ
枯淡,コタン,コ,ン
枯淡,コタン,コ,ン
枯尾花,カレオバナ,カ,ナ
枯木,カレキ,カ,キ
枯葉,カレハ,カ,ハ
枯露柿,コロガキ,コ,キ
湖,コ,コ,コ
湖,コ,コ,コ
湖,ミズウミ,ミ,ミ
湖岸,コガン,コ,ン
湖沼,コショウ,コ,ウ
湖上,コジョウ,コ,ウ
湖心,コシン,コ,ン
湖水,コスイ,コ,イ
湖底,コテイ,コ,イ
湖畔,コハン,コ,ン
湖面,コメン,コ,ン
狐,キツネ,キ,ネ
狐の嫁入り,キツネノヨメイリ,キ,リ
狐火,キツネビ,キ,ヒ
狐格子,キツネゴウシ,キ,シ
狐疑,コギ,コ,キ
狐拳,キツネケン,キ,ン
狐狸,コリ,コ,リ
狐狸妖怪,コリヨウカイ,コ,イ
狐付き,キツネツキ,キ,キ
狐憑き,キツネツキ,キ,キ
狐饂飩,キツネウドン,キ,ン
糊,ノリ,ノ,リ
糊しろ,ノリシロ,ノ,ロ
糊口,ココウ,コ,ウ
糊代,ノリシロ,ノ,ロ
糊塗,コト,コ,ト
糊付け,ノリヅケ,ノ,ケ
袴,ハカマ,ハ,マ
袴着,ハカマギ,ハ,キ
袴能,ハカマノウ,ハ,ウ
股ぐら,マタグラ,マ,ラ
股引,モモヒキ,モ,キ
股下,マタシタ,マ,タ
股火,マタビ,マ,ヒ
股火鉢,マタヒバチ,マ,チ
股間,コカン,コ,ン
股関節,コカンセツ,コ,ツ
股肱,ココウ,コ,ウ
股座,マタグラ,マ,ラ
股上,マタガミ,マ,ミ
股木,マタギ,マ,キ
股立,モモダチ,モ,チ
股旅,マタタビ,マ,ヒ
胡,エビス,エ,ス
胡瓜,キュウリ,キ,リ
胡弓,コキュウ,コ,ウ
胡坐,コザ,コ,サ
胡座,アグラ,ア,ラ
胡座鼻,アグラバナ,ア,ナ
胡散,ウサン,ウ,ン
胡散,ウサン,ウ,ン
胡地,コチ,コ,チ
胡蝶,コチョウ,コ,ウ
胡蝶花,シャガ,シ,カ
胡桃,クルミ,ク,ミ
胡同,フートン,フ,ン
胡粉,ゴフン,コ,ン
胡麻,ゴマ,コ,マ
胡麻あえ,ゴマアエ,コ,エ
胡麻すり,ゴマスリ,コ,リ
胡麻塩,ゴマシオ,コ,オ
胡麻幹,ゴマガラ,コ,ラ
胡麻油,ゴマアブラ,コ,ラ
胡麻和え,ゴマアエ,コ,エ
胡麻擂り,ゴマスリ,コ,リ
胡乱,ウロン,ウ,ン
胡椒,コショウ,コ,ウ
胡頽子,グミ,ク,ミ
菰,コモ,コ,モ
虎,トラ,ト,ラ
虎の巻,トラノマキ,ト,キ
虎の子,トラノコ,ト,コ
虎の尾,トラノオ,ト,オ
虎刈り,トラガリ,ト,リ
虎魚,オコゼ,オ,セ
虎穴,コケツ,コ,ツ
虎口,ココウ,コ,ウ
虎視,コシ,コ,シ
虎視たんたん,コシタンタン,コ,ン
虎視眈々,コシタンタン,コ,ン
虎杖,イタドリ,イ,リ
虎猫,トラネコ,ト,コ
虎斑,トラフ,ト,フ
虎毛,トラゲ,ト,ケ
虎狼,コロウ,コ,ウ
虎鬚,トラヒゲ,ト,ケ
虎鶫,トラツグミ,ト,ミ
誇らか,ホコラカ,ホ,カ
誇らしげ,ホコラシゲ,ホ,ケ
誇り,ホコリ,ホ,リ
誇示,コジ,コ,シ
誇称,コショウ,コ,ウ
誇大,コダイ,コ,イ
誇大妄想,コダイモウソウ,コ,ウ
誇張,コチョウ,コ,ウ
跨線橋,コセンキョウ,コ,ウ
雇,ヤトイ,ヤ,イ
雇い主,ヤトイヌシ,ヤ,シ
雇い人,ヤトイニン,ヤ,ン
雇員,コイン,コ,ン
雇主,ヤトイヌシ,ヤ,シ
雇人,ヤトイニン,ヤ,ン
雇傭,コヨウ,コ,ウ
雇用,コヨウ,コ,ウ
雇用法,コヨウホウ,コ,ウ
顧客,コキャク,コ,ク
顧問,コモン,コ,ン
顧慮,コリョ,コ,ヨ
鼓,コ,コ,コ
鼓,ツヅミ,ツ,ミ
鼓弓,コキュウ,コ,ウ
鼓手,コシュ,コ,ユ
鼓吹,コスイ,コ,イ
鼓腸,コチョウ,コ,ウ
鼓笛,コテキ,コ,キ
鼓笛隊,コテキタイ,コ,イ
鼓動,コドウ,コ,ウ
鼓舞,コブ,コ,フ
鼓腹,コフク,コ,ク
鼓膜,コマク,コ,ク
五,ゴ,コ,コ
五つ,イツツ,イ,ツ
五つ紋,イツツモン,イ,ン
五位鷺,ゴイサギ,コ,キ
五右衛門風呂,ゴエモンブロ,コ,ロ
五黄,ゴオウ,コ,ウ
五黄の寅,ゴオウノトラ,コ,ラ
五加,ウコギ,ウ,キ
五戒,ゴカイ,コ,イ
五角形,ゴカッケイ,コ,イ
五官,ゴカン,コ,ン
五感,ゴカン,コ,ン
五逆,ゴギャク,コ,ク
五教,ゴキョウ,コ,ウ
